name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A2	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A3	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A4	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A5	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A6	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A7	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	temporal	unused
A8	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A9	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A10	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A11	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A12	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A13	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A14	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A15	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	temporal	unused
A16	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	temporal	unused
A17	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A18	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A19	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A20	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A21	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A22	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A23	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A24	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A25	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A26	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A27	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A28	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A29	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A30	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A31	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
