name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	parietal	other
A2	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	parietal	other
A3	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A4	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A5	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A6	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A7	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	frontal	trained
A8	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	frontal	trained
A9	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	frontal	other
A10	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
A11	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	frontal	trained
A12	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	frontal	trained
A13	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	frontal	trained
A14	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	frontal	trained
A15	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	frontal	trained
A16	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	frontal	trained
A17	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A18	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A19	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A20	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A21	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A22	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A23	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	L	temporal	unused
A24	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	L	temporal	unused
A25	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	L	temporal	unused
A26	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	L	temporal	unused
A27	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A28	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A29	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A30	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A31	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A32	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A33	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A34	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	L	temporal	unused
A35	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A36	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A37	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A38	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A39	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	L	temporal	unused
A40	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A41	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A42	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A43	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A44	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A45	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A46	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A47	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A48	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A49	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	frontal	trained
A50	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	frontal	trained
A51	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	frontal	trained
A52	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	frontal	other
B1	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	frontal	trained
B2	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B3	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B4	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B5	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B6	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	frontal	other
B7	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	frontal	other
B8	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	frontal	trained
B9	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B10	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B11	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B12	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	frontal	other
B13	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	frontal	other
